S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine (liters),Power,Seats,New_Price,Price,updated_price
5297,Honda Brio V MT,Pune,2012,65167,Petrol,Manual,First,19.4,1.198,86.8,5.0,,3.28,3934.27
5298,Maruti Ciaz ZXi Option,Kochi,2016,25418,Petrol,Manual,First,20.73,1.373,91.2,5.0,,7.09,8504.26
5299,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,Diesel,Manual,First,19.3,1.248,73.9,5.0,,6.46,7748.59
5300,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,Diesel,Manual,First,22.07,1.199,73.9,5.0,,4.0,4797.89
5301,BMW X1 sDrive20d,Delhi,2011,72000,Diesel,Automatic,First,17.05,1.995,184.0,5.0,,11.0,13194.19
5302,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Diesel,Automatic,Second,12.07,2.967,241.4,7.0,,49.79,59721.72
5303,Ford Figo 1.5D Trend MT,Kolkata,2015,4311,Diesel,Manual,First,25.83,1.498,99.0,5.0,,4.8,5757.47
5304,BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,First,21.76,1.995,190.0,5.0,62.07,35.0,74451.24
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,Diesel,Automatic,First,14.0,2.987,224.0,5.0,,21.99,26376.39
5306,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Petrol,Manual,Second,17.3,1.061,64.0,5.0,,1.1,1319.42
5307,Maruti Baleno Zeta 1.2,Delhi,2018,13000,Petrol,Manual,First,21.4,1.197,83.1,5.0,,6.6,7916.52
5308,Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,First,22.0,1.197,81.8,5.0,7.67,4.5,9199.95
5309,Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Petrol,Manual,Second,14.7,1.15,76.0,5.0,,1.0,1199.47
5310,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,20.14,1.498,88.0,5.0,9.97,6.9,11958.74
5311,Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,Diesel,Automatic,First,0.0,2.179,115.0,5.0,,16.75,20091.16
5312,Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,Diesel,Automatic,First,14.16,1.968,174.3,5.0,,25.49,30574.55
5313,Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,First,18.53,1.968,187.74,5.0,67.67,35.5,81168.29
5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,Diesel,Manual,First,24.0,1.186,73.97,5.0,8.18,6.28,9811.68
5315,Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Diesel,Manual,Second,12.05,2.179,120.0,8.0,,4.88,5853.42
5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,22.95,1.248,74.0,5.0,7.43,3.7,8912.08
5317,Hyundai EON Era Plus,Kochi,2015,43993,Petrol,Manual,First,21.1,0.814,55.2,5.0,,3.45,4138.18
5318,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,Diesel,Manual,First,15.4,2.179,120.0,8.0,,10.23,12270.6
5319,Honda Accord 2001-2003 2.0 AT,Bangalore,2010,83000,Petrol,Automatic,Second,11.1,2.354,142.0,5.0,,6.5,7796.57
5320,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,Petrol,Manual,First,16.2,1.199,74.0,5.0,,6.15,7376.75
5321,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,Petrol,Manual,First,15.1,1.196,73.0,7.0,4.71,2.9,5649.51
5322,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,Diesel,Manual,First,24.0,1.12,70.0,5.0,,5.5,6597.1
5323,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,Diesel,Automatic,First,10.91,3.198,197.0,7.0,,31.0,37183.64
5324,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,First,24.0,1.186,73.97,5.0,8.18,4.25,9811.68
5325,Maruti Swift VDI,Kochi,2016,65210,Diesel,Manual,First,22.9,1.248,74.0,5.0,,5.48,6573.11
5326,Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,Petrol,Manual,First,18.6,1.197,81.83,5.0,,7.25,8696.17
5327,Maruti Swift Dzire VXi,Hyderabad,2012,50000,Petrol,Manual,First,17.5,1.298,85.8,5.0,,3.0,3598.42
5328,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1.995,190.0,5.0,53.68,29.5,64387.67
5329,Honda City ZX GXi,Mumbai,2007,75000,Petrol,Manual,Second,17.7,1.497,78.0,5.0,,1.49,1787.21
5330,Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,Petrol,Automatic,First,16.95,1.197,78.9,5.0,,3.65,4378.07
5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,First,23.0,1.498,98.96,5.0,12.12,10.9,14537.6
5332,Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.1,0.998,67.04,5.0,6.05,4.3,7256.81
5333,Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,Second,20.77,1.248,88.76,7.0,,6.11,7328.78
5334,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,Diesel,Manual,First,12.8,2.494,102.0,8.0,,15.5,18591.82
5335,Honda City i VTEC SV,Mumbai,2016,34634,Petrol,Manual,First,17.8,1.497,117.3,5.0,,6.9,8276.36
5336,Maruti Swift Dzire VXI,Bangalore,2012,69242,Petrol,Manual,First,19.1,1.197,85.8,5.0,,4.69,5625.52
5337,Maruti Ritz LXi,Kochi,2011,33292,Petrol,Manual,First,18.5,1.197,85.8,5.0,,3.19,3826.32
5338,Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Petrol,Automatic,Second,15.0,1.396,98.6,5.0,,3.75,4498.02
5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.19,1.197,81.86,5.0,10.25,8.6,12294.59
5340,Honda City 1.5 E MT,Chennai,2011,80000,Petrol,Manual,Second,17.0,1.497,118.0,5.0,,3.85,4617.97
5341,Porsche Cayenne S Diesel,Coimbatore,2016,65003,Diesel,Automatic,First,13.6,4.134,382.0,5.0,,67.83,81360.2
5342,Honda Amaze VX i-VTEC,Coimbatore,2019,16573,Petrol,Manual,First,17.8,1.198,86.7,5.0,,9.31,11167.09
5343,Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,Petrol,Automatic,First,12.9,1.799,130.0,5.0,,3.0,3598.42
5344,Hyundai i20 Magna 1.2,Bangalore,2015,53000,Petrol,Manual,First,18.6,1.197,81.83,5.0,,5.5,6597.1
5345,Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,Diesel,Manual,First,19.67,1.582,126.2,5.0,,13.3,15952.98
5346,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,63716,Diesel,Automatic,First,15.73,1.968,174.33,5.0,,23.0,27587.86
5347,Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,Petrol,Manual,First,24.7,0.796,47.3,5.0,,3.35,4018.23
5348,BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,Diesel,Automatic,Third,15.06,1.995,177.0,5.0,,10.0,11994.72
5349,Hyundai i10 Magna,Delhi,2013,63265,Petrol,Manual,First,20.36,1.197,78.9,5.0,,2.95,3538.44
5350,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,Diesel,Manual,First,21.66,1.498,108.62,5.0,10.04,6.75,12042.7
5351,Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,Petrol,Manual,Third,16.47,1.198,73.9,5.0,,2.44,2926.71
5352,Maruti Ciaz VXi Plus,Mumbai,2015,41000,Petrol,Manual,First,20.73,1.373,91.1,5.0,,5.85,7016.91
5353,Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.21,1.197,103.5,5.0,10.83,7.4,12990.28
5354,Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,Diesel,Manual,First,24.4,1.12,71.0,5.0,,3.8,4557.99
5355,Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,Petrol,Manual,First,13.5,1.799,130.0,5.0,,3.8,4557.99
5356,Honda City ZX GXi,Kolkata,2008,69000,Petrol,Manual,First,17.7,1.497,78.0,5.0,,2.7,3238.58
5357,Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96,2.523,62.1,7.0,11.15,7.21,13374.12
5358,Honda City i VTEC V,Hyderabad,2016,29512,Petrol,Manual,First,17.4,1.497,117.3,5.0,,7.9,9475.83
5359,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.4,1.186,73.97,5.0,8.23,4.2,9871.66
5360,Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,Diesel,Manual,First,19.01,1.461,108.45,5.0,,5.75,6896.97
5361,Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,16.98,0.998,66.1,5.0,,3.45,4138.18
5362,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,Diesel,Automatic,First,17.11,1.968,174.33,5.0,,25.75,30886.41
5363,Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,Diesel,Manual,First,16.0,2.179,140.0,7.0,,16.59,19899.24
5364,Renault Pulse Petrol RxZ,Coimbatore,2014,31897,Petrol,Manual,First,18.06,1.198,74.96,5.0,,4.69,5625.52
5365,BMW 3 Series 320d,Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1.995,170.0,5.0,,7.5,8996.04
5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,13.68,2.393,147.8,7.0,19.37,16.5,23233.78
5367,Honda City 1.5 S MT,Kolkata,2009,31423,Petrol,Manual,First,17.0,1.497,118.0,5.0,,1.99,2386.95
5368,Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,22.9,1.248,74.0,5.0,,5.25,6297.23
5369,Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Diesel,Manual,Second,19.64,1.461,108.45,5.0,,5.4,6477.15
5370,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,Petrol,Manual,First,16.47,1.198,74.0,5.0,,3.9,4677.94
5371,Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,First,17.19,1.197,81.86,5.0,,5.8,6956.94
5372,BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,Diesel,Automatic,First,18.12,1.995,190.0,5.0,,30.5,36583.9
5373,Maruti Swift Dzire LDI,Hyderabad,2017,44504,Diesel,Manual,First,23.4,1.248,74.0,5.0,,5.6,6717.04
5374,Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,Diesel,Automatic,First,0.0,2.987,165.0,5.0,,23.0,27587.86
5375,Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.4,1.248,74.0,5.0,7.01,5.15,8408.3
5376,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1.582,126.2,5.0,,9.48,11371.0
5377,Tata Nano XTA,Bangalore,2016,17800,Petrol,Automatic,Second,21.9,0.624,37.48,4.0,,2.38,2854.74
5378,Maruti Swift Dzire LXi,Hyderabad,2009,71346,Petrol,Manual,First,17.5,1.298,85.8,5.0,,3.8,4557.99
5379,Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Petrol,Manual,Second,18.6,1.197,81.83,5.0,,5.5,6597.1
5380,Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,Petrol,Manual,First,17.0,1.197,80.0,5.0,,3.55,4258.13
5381,Maruti Ciaz ZXi,Mumbai,2015,48823,Petrol,Manual,First,20.73,1.373,91.1,5.0,,6.35,7616.65
5382,Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,Diesel,Automatic,First,12.7,2.179,187.7,5.0,,36.0,43181.0
5383,Tata Indigo LX BSII,Hyderabad,2005,92000,Diesel,Manual,Second,16.1,1.405,70.0,5.0,,1.1,1319.42
5384,Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,17.57,1.193,88.7,5.0,7.63,3.7,9151.97
5385,Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,Diesel,Manual,First,16.0,1.997,140.0,7.0,,13.5,16192.88
5386,Honda Accord 2.4 AT,Mumbai,2008,95000,Petrol,Automatic,Third,11.7,2.354,177.6,5.0,,2.85,3418.5
5387,Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,25.4,0.624,37.5,4.0,,2.13,2554.88
5388,Hyundai Elantra CRDi S,Ahmedabad,2015,65000,Diesel,Manual,First,22.7,1.582,126.2,5.0,,7.75,9295.91
5389,Tata Indica V2 eLS,Chennai,2017,100400,Diesel,Manual,First,25.0,1.396,69.0,5.0,,2.85,3418.5
5390,Honda Amaze S i-Dtech,Jaipur,2014,76414,Diesel,Manual,First,25.8,1.498,98.6,5.0,,4.95,5937.39
5391,Mahindra XUV500 W8 2WD,Kochi,2012,82103,Diesel,Manual,First,15.1,2.179,140.0,7.0,,6.2,7436.73
5392,BMW X3 xDrive 20d Expedition,Pune,2013,98000,Diesel,Automatic,First,18.56,1.995,190.0,5.0,,17.5,20990.76
5393,Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,18.9,1.197,81.86,5.0,6.8,2.25,8156.41
5394,Maruti Baleno Zeta 1.2,Delhi,2017,10300,Petrol,Manual,First,21.4,1.197,83.1,5.0,,6.75,8096.44
5395,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42024,Diesel,Automatic,First,19.08,1.582,126.2,5.0,,9.73,11670.86
5396,Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47,1.248,88.5,7.0,10.83,8.49,12990.28
5397,Mini Cooper S Carbon Edition,Mumbai,2013,52000,Petrol,Automatic,First,13.6,1.598,181.0,4.0,,25.0,29986.81
5398,Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,23.2,1.248,73.94,5.0,,5.59,6705.05
5399,Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,Diesel,Automatic,First,15.6,1.896,106.0,5.0,,4.8,5757.47
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,Diesel,Manual,First,22.7,1.498,89.84,5.0,,5.45,6537.12
5401,Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,Petrol,Manual,First,18.6,1.197,81.83,5.0,,6.5,7796.57
5402,Honda Brio E MT,Chennai,2015,16000,Petrol,Manual,First,19.4,1.198,86.8,5.0,,4.35,5217.7
5403,Honda Amaze S i-Dtech,Kolkata,2013,46992,Diesel,Manual,First,25.8,1.498,98.6,5.0,,3.75,4498.02
5404,BMW 5 Series 2003-2012 520d,Pune,2010,170000,Diesel,Automatic,Third,18.48,1.995,177.0,5.0,,12.0,14393.67
5405,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,12.07,2.967,241.4,7.0,,32.0,38383.11
5406,Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Diesel,Manual,Second,24.0,1.12,70.0,5.0,,4.0,4797.89
5407,Nissan Micra Diesel XV,Kolkata,2011,39010,Diesel,Manual,First,23.08,1.461,63.1,5.0,,2.6,3118.63
5408,Hyundai Grand i10 Sportz,Jaipur,2016,26946,Petrol,Manual,First,18.9,1.197,82.0,5.0,,4.45,5337.65
5409,Hyundai EON Era,Pune,2015,28700,Petrol,Manual,First,21.1,0.814,55.2,5.0,,2.6,3118.63
5410,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,Petrol,Automatic,First,11.74,1.796,186.0,5.0,,16.0,19191.56
5411,Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,Diesel,Automatic,First,12.7,2.179,187.7,5.0,,32.5,38982.85
5412,Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,First,11.18,2.696,184.0,7.0,,13.85,16612.69
5413,Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,Petrol,Manual,First,20.73,1.373,91.1,5.0,,8.76,10507.38
5414,Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,Petrol,Automatic,First,11.8,3.498,272.0,7.0,,23.68,28403.5
5415,Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,22.0,1.197,81.8,5.0,8.13,5.5,9751.71
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Diesel,Automatic,Second,11.49,4.367,335.3,5.0,,65.81,78937.27
5417,Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,Diesel,Manual,First,19.01,1.461,108.45,5.0,,4.99,5985.37
5418,Hyundai Verna 1.6 SX,Chennai,2013,85350,Diesel,Manual,Second,22.32,1.582,126.32,5.0,,5.7,6836.99
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1.798,138.03,5.0,25.27,11.99,30310.66
5420,BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1.995,190.0,5.0,57.3,29.99,68729.76
5421,Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,Petrol,Manual,First,18.88,1.499,110.4,5.0,,9.5,11394.99
5422,Maruti Swift VDI BSIV,Hyderabad,2014,108000,Diesel,Manual,First,25.2,1.248,74.0,5.0,,5.5,6597.1
5423,Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,Diesel,Automatic,First,11.72,2.199,194.3,7.0,,23.0,27587.86
5424,Tata Indica V2 DLS,Hyderabad,2013,62188,Diesel,Manual,First,17.2,1.396,53.5,5.0,,2.95,3538.44
5425,Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,Diesel,Manual,First,24.0,1.12,70.0,5.0,,4.9,5877.41
5426,Hyundai Santro Xing XL,Chennai,2006,85000,Petrol,Manual,Third,0.0,1.086,0.0,5.0,,1.3,1559.31
5427,Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.5,0.998,67.0,5.0,5.68,4.25,6813.0
5428,Mahindra XUV500 W10 2WD,Kochi,2018,29907,Diesel,Manual,First,16.0,2.179,140.0,7.0,,16.36,19623.37
5429,Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1.968,147.51,5.0,,9.95,11934.75
5430,Volkswagen Vento Diesel Highline,Bangalore,2012,65000,Diesel,Manual,First,20.54,1.598,103.6,5.0,,5.5,6597.1
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.3,1.248,88.5,5.0,11.75,8.25,14093.8
5432,Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,17.3,0.993,60.0,5.0,,0.95,1139.5
5433,Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,19.81,1.086,68.05,5.0,,4.01,4809.88
5434,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.5,1.199,88.7,5.0,9.36,8.2,11227.06
5435,Honda City i DTEC VX,Chennai,2014,71000,Diesel,Manual,Second,25.1,1.498,98.6,5.0,,6.2,7436.73
5436,Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,Diesel,Automatic,First,11.5,2.982,169.0,7.0,,16.75,20091.16
5437,Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,Diesel,Automatic,First,16.0,2.179,140.0,7.0,,16.5,19791.29
5438,Ford Endeavour XLT TDCi 4X4,Mumbai,2007,116000,Diesel,Manual,Third,10.9,2.499,0.0,7.0,,3.75,4498.02
5439,Ford Figo Diesel ZXI,Kolkata,2012,110438,Diesel,Manual,First,20.0,1.399,68.05,5.0,,3.5,4198.15
5440,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1.199,88.7,5.0,,5.43,6513.13
5441,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,Diesel,Automatic,First,10.91,3.198,197.0,7.0,,30.35,36403.98
5442,Nissan Sunny XL CVT,Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1.498,99.6,5.0,,7.99,9583.78
5443,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,Diesel,Manual,First,18.7,1.896,66.0,5.0,,3.59,4306.11
5444,Chevrolet Beat Diesel LT,Chennai,2012,82697,Diesel,Manual,First,25.44,0.936,57.6,5.0,,1.9,2279.0
5445,Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,12.1,2.362,164.7,5.0,,4.7,5637.52
5446,Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,Diesel,Manual,First,19.01,1.461,108.45,5.0,,7.25,8696.17
5447,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.9,2.143,136.0,5.0,38.72,24.46,46443.56
5448,Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,17.57,1.193,88.7,5.0,7.7,3.9,9235.94
5449,Hyundai i20 1.2 Magna,Coimbatore,2013,56127,Petrol,Manual,First,18.5,1.197,80.0,5.0,,5.15,6177.28
5450,Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,21.5,1.197,81.8,5.0,6.43,3.65,7712.61
5451,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,25.4,1.186,73.97,5.0,8.23,5.0,9871.66
5452,Honda City 1.5 S MT,Kolkata,2009,42000,Petrol,Manual,First,17.0,1.497,118.0,5.0,,2.3,2758.79
5453,Hyundai Accent GLE,Pune,2001,130000,Petrol,Manual,Second,13.2,1.495,94.0,5.0,,0.75,899.6
5454,Hyundai Verna Xi (Petrol),Kochi,2009,137148,Petrol,Manual,Second,13.9,1.599,103.2,5.0,,1.85,2219.02
5455,Ford Figo Petrol ZXI,Kolkata,2010,114703,Petrol,Manual,First,15.6,1.196,70.0,5.0,,1.8,2159.05
5456,Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,25.8,1.498,98.6,5.0,,4.41,5289.67
5457,Maruti Wagon R LX BSII,Chennai,2006,40000,Petrol,Manual,First,18.9,0.998,67.1,5.0,,2.0,2398.94
5458,Maruti Swift VDI BSIV,Hyderabad,2014,81609,Diesel,Manual,First,17.8,1.248,0.0,5.0,,5.55,6657.07
5459,Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,Diesel,Automatic,First,13.0,2.987,258.0,5.0,,31.75,38083.24
5460,Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,Diesel,Automatic,First,17.68,1.968,174.33,5.0,,32.0,38383.11
5461,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,Diesel,Automatic,First,13.5,2.987,282.0,5.0,,21.0,25188.92
5462,Maruti Swift Dzire LDi,Ahmedabad,2010,83000,Diesel,Manual,First,19.3,1.248,73.9,5.0,,2.75,3298.55
5463,Toyota Corolla H2,Coimbatore,2005,79012,Petrol,Manual,First,13.4,1.794,125.0,5.0,,2.64,3166.61
5464,Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,Diesel,Manual,First,15.4,2.179,120.0,7.0,,14.19,17020.51
5465,Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,22.5,0.998,67.04,5.0,5.44,3.85,6525.13
5466,Toyota Fortuner 4x2 Manual,Delhi,2014,117000,Diesel,Manual,First,13.0,2.982,168.5,7.0,,15.5,18591.82
5467,Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,Petrol,Manual,First,18.2,1.061,64.0,5.0,,1.9,2279.0
5468,Tata Nano CX,Kochi,2014,59508,Petrol,Manual,First,25.4,0.624,37.48,4.0,,1.26,1511.34
5469,Hyundai i20 Magna,Chennai,2009,69000,Petrol,Manual,Second,18.5,1.197,80.0,5.0,,2.4,2878.73
5470,BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,22.69,1.995,190.0,5.0,48.79,11.5,58522.25
5471,Mahindra XUV500 W6 2WD,Jaipur,2014,88511,Diesel,Manual,First,16.0,2.179,140.0,7.0,,8.25,9895.65
5472,Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,Petrol,Manual,First,15.8,1.598,105.0,5.0,,2.75,3298.55
5473,Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Petrol,Manual,Second,17.5,1.198,70.0,5.0,,1.4,1679.26
5474,Tata Nano Twist XT,Coimbatore,2015,30676,Petrol,Manual,First,25.4,0.624,37.5,4.0,,2.9,3478.47
5475,Ford Figo Diesel EXI,Chennai,2011,76000,Diesel,Manual,First,20.0,1.399,68.0,5.0,,2.4,2878.73
5476,Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,Petrol,Automatic,First,14.8,1.598,105.0,5.0,,4.75,5697.49
5477,Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,Diesel,Automatic,First,12.7,2.179,187.7,5.0,,44.76,53688.38
5478,Honda City i DTEC SV,Kochi,2015,64465,Diesel,Manual,First,26.0,1.498,98.6,5.0,,6.22,7460.72
5479,Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,22.5,0.999,67.0,5.0,5.67,4.5,6801.01
5480,Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,18.9,1.197,82.0,5.0,,4.25,5097.76
5481,Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,Diesel,Automatic,First,18.1,1.991,147.9,4.0,,5.5,6597.1
5482,Hyundai i20 1.4 Asta,Mumbai,2017,27000,Diesel,Manual,First,22.54,1.396,88.73,5.0,,6.95,8336.33
5483,Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,Petrol,Automatic,First,24.07,0.998,67.1,5.0,,4.56,5469.59
5484,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,20.5,1.582,126.2,5.0,19.18,13.82,23005.88
5485,Honda Amaze VX i-Vtech,Mumbai,2016,17362,Petrol,Manual,First,18.0,1.198,86.7,5.0,,5.65,6777.02
5486,Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,Diesel,Manual,First,21.19,1.396,88.73,5.0,,6.2,7436.73
5487,Maruti Celerio VXI,Delhi,2014,48000,Petrol,Manual,First,23.1,0.998,67.04,5.0,,3.25,3898.28
5488,Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1.968,147.51,5.0,,8.5,10195.51
5489,Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,Diesel,Manual,First,24.8,1.396,88.7,5.0,,7.25,8696.17
5490,Renault Fluence Diesel E4,Pune,2013,57000,Diesel,Manual,First,21.8,1.461,78.0,5.0,,4.61,5529.57
5491,Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,Petrol,Manual,First,16.2,1.199,74.0,5.0,,5.3,6357.2
5492,Tata Indigo LX,Ahmedabad,2012,50123,Diesel,Manual,First,17.0,1.405,70.0,5.0,,1.9,2279.0
5493,Hyundai i10 Sportz,Kochi,2012,57184,Petrol,Manual,First,20.36,1.197,78.9,5.0,,3.09,3706.37
5494,BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Diesel,Automatic,Second,16.46,2.993,258.0,5.0,,9.5,11394.99
